Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,96.5199966430664,96.87000274658203,94.37999725341797,95.0999984741211,75.61624908447266,5124200
2015-01-05,94.58999633789062,94.88999938964844,93.87000274658203,94.16000366210938,74.86882781982422,5887900
2015-01-06,94.62999725341797,95.30000305175781,93.68000030517578,94.2300033569336,74.92449188232422,5538700
2015-01-07,94.91000366210938,95.9800033569336,94.62000274658203,95.93000030517578,76.27619171142578,5792700
2015-01-08,96.87000274658203,98.0,96.83999633789062,97.97000122070312,77.89823150634766,6530700
2015-01-09,97.69000244140625,98.33000183105469,96.91999816894531,97.91999816894531,77.85848236083984,4457900
2015-01-12,97.4800033569336,98.12000274658203,97.02999877929688,97.19999694824219,77.28600311279297,5104300
2015-01-13,98.12999725341797,99.08000183105469,96.55000305175781,97.23999786376953,77.31781768798828,4069500
2015-01-14,97.0,97.48999786376953,96.31999969482422,97.33000183105469,77.38936614990234,4704500
2015-01-15,97.72000122070312,98.05000305175781,97.01000213623047,97.16999816894531,77.26216125488281,3784800
2015-01-16,96.80999755859375,98.88999938964844,96.72000122070312,98.73999786376953,78.510498046875,4748900
2015-01-20,99.08999633789062,99.41000366210938,97.38999938964844,98.37000274658203,78.49453735351562,4612000
2015-01-21,98.88999938964844,99.51000213623047,98.20999908447266,99.5,79.39622497558594,5088500
2015-01-22,99.93000030517578,100.66999816894531,99.44999694824219,100.27999877929688,80.01861572265625,5184300
2015-01-23,100.44000244140625,101.33999633789062,100.01000213623047,100.62000274658203,80.28993225097656,4595500
2015-01-26,100.33000183105469,101.06999969482422,100.06999969482422,101.01000213623047,80.60113525390625,2858900
2015-01-27,100.05999755859375,101.30999755859375,99.80999755859375,100.81999969482422,80.44952392578125,3916900
2015-01-28,101.2699966430664,101.58999633789062,99.45999908447266,99.5999984741211,79.47602844238281,4844100
2015-01-29,99.44999694824219,100.16999816894531,99.20999908447266,100.11000061035156,79.8829574584961,4900800
2015-01-30,99.18000030517578,99.86000061035156,98.04000091552734,98.16000366210938,78.32698059082031,6161100
2015-02-02,98.33999633789062,99.22000122070312,97.05999755859375,99.11000061035156,79.08502197265625,4415500
2015-02-03,99.56999969482422,100.16999816894531,98.8499984741211,100.12999725341797,79.89892578125,4297300
2015-02-04,100.0199966430664,101.13999938964844,99.73999786376953,100.45999908447266,80.16226959228516,5714000
2015-02-05,100.55000305175781,100.95999908447266,99.8499984741211,100.76000213623047,80.40164947509766,3464300
2015-02-06,100.9800033569336,101.44999694824219,100.16999816894531,100.61000061035156,80.28197479248047,4616100
2015-02-09,100.61000061035156,100.7699966430664,99.05000305175781,99.55999755859375,79.44408416748047,5458600
2015-02-10,101.23999786376953,101.87999725341797,98.36000061035156,101.68000030517578,81.13574981689453,9777600
2015-02-11,101.55000305175781,103.29000091552734,101.55000305175781,102.58999633789062,81.86190032958984,6922400
2015-02-12,103.0199966430664,103.1500015258789,101.55999755859375,103.0,82.18905639648438,5279700
2015-02-13,102.8499984741211,103.12999725341797,102.2300033569336,102.62999725341797,81.89383697509766,4125600
2015-02-17,102.22000122070312,103.55999755859375,101.79000091552734,103.55000305175781,82.62793731689453,5328400
2015-02-18,103.3499984741211,104.16999816894531,103.0199966430664,104.0999984741211,83.06680297851562,3860200
2015-02-19,104.06999969482422,104.26000213623047,102.44999694824219,102.62000274658203,81.88585662841797,3578400
2015-02-20,102.36000061035156,102.72000122070312,101.87000274658203,102.69999694824219,81.94966888427734,4313300
2015-02-23,102.75,103.66000366210938,102.5,103.26000213623047,82.39655303955078,3619600
2015-02-24,103.48999786376953,103.55000305175781,102.72000122070312,103.36000061035156,82.47633361816406,3423900
2015-02-25,103.16999816894531,104.08999633789062,103.04000091552734,103.44000244140625,82.54015350341797,3655500
2015-02-26,103.5,104.4800033569336,103.47000122070312,104.16999816894531,83.12265014648438,3497000
2015-02-27,103.75,104.5199966430664,103.61000061035156,103.87000274658203,82.88327026367188,3808900
2015-03-02,104.0999984741211,104.83999633789062,104.01000213623047,104.19000244140625,83.13861083984375,3189300
2015-03-03,104.16999816894531,104.37999725341797,102.95999908447266,103.44999694824219,82.54812622070312,4044500
2015-03-04,103.05999755859375,103.44999694824219,102.7699966430664,103.08000183105469,82.25288391113281,3079500
2015-03-05,103.5,103.55000305175781,102.68000030517578,103.36000061035156,82.47633361816406,3619100
